,Invoice Date,Product,Region,Retailer,Sales Method,State,Price per Unit,Total Sales,Units Sold
7729,2020-02-07,Men's Street Footwear,West,West Gear,Outlet,Nevada,48,112.0,23.0
7730,2020-01-14,Men's Street Footwear,West,West Gear,Outlet,Nevada,31,56.0,18.0
7731,2020-02-13,Men's Street Footwear,West,West Gear,Outlet,Nevada,44,105.0,24.0
7732,2020-01-26,Men's Street Footwear,West,West Gear,Outlet,Nevada,43,74.0,17.0
7733,2020-02-01,Men's Street Footwear,West,West Gear,Outlet,Nevada,47,115.0,25.0
7734,2021-09-25,Men's Street Footwear,West,West Gear,Outlet,Oregon,34,51.0,15.0
7735,2021-11-24,Men's Street Footwear,West,West Gear,Outlet,Oregon,34,65.0,19.0
7736,2021-08-24,Men's Street Footwear,West,West Gear,Outlet,Oregon,69,177.0,26.0
7737,2021-06-24,Men's Street Footwear,West,West Gear,Outlet,Oregon,43,103.0,24.0
7738,2021-10-24,Men's Street Footwear,West,West Gear,Outlet,Oregon,29,35.0,12.0
7739,2021-04-24,Men's Street Footwear,West,West Gear,Outlet,Oregon,44,73.0,17.0
7740,2021-03-23,Men's Street Footwear,West,West Gear,Outlet,Oregon,28,40.0,14.0
7741,2021-01-17,Men's Street Footwear,West,West Gear,Outlet,Oregon,28,34.0,12.0
7742,2021-05-25,Men's Street Footwear,West,West Gear,Outlet,Oregon,39,60.0,16.0
7743,2021-12-23,Men's Street Footwear,West,West Gear,Outlet,Oregon,51,115.0,23.0
7744,2021-07-23,Men's Street Footwear,West,West Gear,Outlet,Oregon,60,179.0,30.0
7745,2021-02-17,Men's Street Footwear,West,West Gear,Outlet,Oregon,24,42.0,18.0
7746,2021-01-24,Men's Street Footwear,West,West Gear,Outlet,Utah,24,26.0,11.0
7747,2021-02-24,Men's Street Footwear,West,West Gear,Outlet,Utah,22,34.0,15.0
7748,2021-02-04,Women's Apparel,West,West Gear,Outlet,California,46,103.0,22.0
7749,2021-01-29,Women's Apparel,West,West Gear,Outlet,California,51,135.0,26.0
7750,2021-02-10,Women's Apparel,West,West Gear,Outlet,California,56,143.0,26.0
7751,2021-02-16,Women's Apparel,West,West Gear,Outlet,California,50,128.0,26.0
7752,2021-01-17,Women's Apparel,West,West Gear,Outlet,California,56,148.0,26.0
7753,2020-12-30,Women's Apparel,West,West Gear,Outlet,California,62,152.0,25.0
7754,2020-12-24,Women's Apparel,West,West Gear,Outlet,California,41,100.0,25.0
7755,2020-11-06,Women's Apparel,West,West Gear,Outlet,California,36,84.0,23.0
7756,2020-11-12,Women's Apparel,West,West Gear,Outlet,California,33,69.0,21.0
7757,2021-01-23,Women's Apparel,West,West Gear,Outlet,California,60,152.0,25.0
7758,2021-01-05,Women's Apparel,West,West Gear,Outlet,California,58,131.0,23.0
7759,2021-01-11,Women's Apparel,West,West Gear,Outlet,California,60,184.0,31.0
7760,2020-03-14,Women's Apparel,West,West Gear,Outlet,Nevada,56,95.0,17.0
7761,2020-03-08,Women's Apparel,West,West Gear,Outlet,Nevada,51,83.0,16.0
7762,2020-02-24,Women's Apparel,West,West Gear,Outlet,Nevada,54,76.0,14.0
7763,2020-03-02,Women's Apparel,West,West Gear,Outlet,Nevada,53,64.0,12.0
7764,2020-01-13,Women's Apparel,West,West Gear,Outlet,Nevada,31,43.0,14.0
7765,2020-01-07,Women's Apparel,West,West Gear,Outlet,Nevada,36,60.0,17.0
7766,2020-01-19,Women's Apparel,West,West Gear,Outlet,Nevada,39,48.0,12.0
7767,2020-02-18,Women's Apparel,West,West Gear,Outlet,Nevada,55,70.0,13.0
7768,2020-01-25,Women's Apparel,West,West Gear,Outlet,Nevada,54,66.0,12.0
7769,2020-02-12,Women's Apparel,West,West Gear,Outlet,Nevada,61,104.0,17.0
7770,2020-02-06,Women's Apparel,West,West Gear,Outlet,Nevada,57,109.0,19.0
7771,2020-01-31,Women's Apparel,West,West Gear,Outlet,Nevada,54,76.0,14.0
7772,2021-09-25,Women's Apparel,West,West Gear,Outlet,Oregon,36,31.0,9.0
7773,2021-06-24,Women's Apparel,West,West Gear,Outlet,Oregon,74,171.0,23.0
7774,2021-04-24,Women's Apparel,West,West Gear,Outlet,Oregon,49,44.0,9.0
7775,2021-12-23,Women's Apparel,West,West Gear,Outlet,Oregon,55,111.0,20.0
7776,2021-02-24,Women's Apparel,West,West Gear,Outlet,Oregon,28,27.0,10.0
7777,2021-03-23,Women's Apparel,West,West Gear,Outlet,Oregon,40,36.0,9.0
7778,2021-07-23,Women's Apparel,West,West Gear,Outlet,Oregon,78,159.0,20.0
7779,2021-05-25,Women's Apparel,West,West Gear,Outlet,Oregon,46,80.0,17.0
7780,2021-10-24,Women's Apparel,West,West Gear,Outlet,Oregon,41,50.0,12.0
7781,2021-08-24,Women's Apparel,West,West Gear,Outlet,Oregon,53,47.0,9.0
7782,2021-11-24,Women's Apparel,West,West Gear,Outlet,Oregon,53,87.0,17.0
7783,2021-01-17,Women's Apparel,West,West Gear,Outlet,Oregon,34,48.0,14.0
7784,2021-01-24,Women's Apparel,West,West Gear,Outlet,Utah,28,37.0,13.0
7785,2021-01-27,Women's Athletic Footwear,West,West Gear,Outlet,California,39,96.0,25.0
7786,2021-02-08,Women's Athletic Footwear,West,West Gear,Outlet,California,37,78.0,21.0
7787,2021-02-14,Women's Athletic Footwear,West,West Gear,Outlet,California,40,108.0,27.0
7788,2021-02-02,Women's Athletic Footwear,West,West Gear,Outlet,California,42,94.0,22.0
7789,2020-12-22,Women's Athletic Footwear,West,West Gear,Outlet,California,48,98.0,20.0
7790,2020-11-10,Women's Athletic Footwear,West,West Gear,Outlet,California,39,74.0,19.0
7791,2020-12-28,Women's Athletic Footwear,West,West Gear,Outlet,California,48,90.0,19.0
7792,2021-01-21,Women's Athletic Footwear,West,West Gear,Outlet,California,52,133.0,26.0
7793,2021-01-15,Women's Athletic Footwear,West,West Gear,Outlet,California,46,114.0,25.0
7794,2021-01-09,Women's Athletic Footwear,West,West Gear,Outlet,California,41,92.0,22.0
7795,2021-01-03,Women's Athletic Footwear,West,West Gear,Outlet,California,42,96.0,23.0
7796,2020-02-28,Women's Athletic Footwear,West,West Gear,Outlet,Nevada,43,51.0,12.0
7797,2020-03-18,Women's Athletic Footwear,West,West Gear,Outlet,Nevada,26,25.0,10.0
7798,2020-02-22,Women's Athletic Footwear,West,West Gear,Outlet,Nevada,43,53.0,12.0
7799,2020-03-06,Women's Athletic Footwear,West,West Gear,Outlet,Nevada,43,57.0,13.0
7800,2020-03-12,Women's Athletic Footwear,West,West Gear,Outlet,Nevada,40,66.0,17.0
7801,2020-01-11,Women's Athletic Footwear,West,West Gear,Outlet,Nevada,30,26.0,9.0
7802,2020-01-23,Women's Athletic Footwear,West,West Gear,Outlet,Nevada,40,36.0,9.0
7803,2020-01-17,Women's Athletic Footwear,West,West Gear,Outlet,Nevada,41,38.0,9.0
7804,2020-02-16,Women's Athletic Footwear,West,West Gear,Outlet,Nevada,42,64.0,15.0
7805,2020-02-10,Women's Athletic Footwear,West,West Gear,Outlet,Nevada,46,64.0,14.0
7806,2020-02-04,Women's Athletic Footwear,West,West Gear,Outlet,Nevada,47,68.0,15.0
7807,2020-01-29,Women's Athletic Footwear,West,West Gear,Outlet,Nevada,47,49.0,11.0
7808,2021-04-24,Women's Athletic Footwear,West,West Gear,Outlet,Oregon,34,24.0,7.0
7809,2021-03-23,Women's Athletic Footwear,West,West Gear,Outlet,Oregon,39,29.0,8.0
7810,2021-08-24,Women's Athletic Footwear,West,West Gear,Outlet,Oregon,50,64.0,13.0
7811,2021-05-25,Women's Athletic Footwear,West,West Gear,Outlet,Oregon,33,31.0,9.0
7812,2021-10-24,Women's Athletic Footwear,West,West Gear,Outlet,Oregon,34,39.0,11.0
7813,2021-12-23,Women's Athletic Footwear,West,West Gear,Outlet,Oregon,53,87.0,17.0
7814,2021-02-24,Women's Athletic Footwear,West,West Gear,Outlet,Oregon,29,19.0,6.0
7815,2021-11-24,Women's Athletic Footwear,West,West Gear,Outlet,Oregon,39,58.0,15.0
7816,2021-07-23,Women's Athletic Footwear,West,West Gear,Outlet,Oregon,61,104.0,17.0
7817,2021-06-24,Women's Athletic Footwear,West,West Gear,Outlet,Oregon,62,111.0,18.0
7818,2021-09-25,Women's Athletic Footwear,West,West Gear,Outlet,Oregon,38,24.0,6.0
7819,2021-01-17,Women's Athletic Footwear,West,West Gear,Outlet,Oregon,34,27.0,8.0
7820,2021-01-24,Women's Athletic Footwear,West,West Gear,Outlet,Utah,30,20.0,7.0
7821,2021-02-01,Women's Street Footwear,West,West Gear,Outlet,California,42,88.0,21.0
7822,2021-02-13,Women's Street Footwear,West,West Gear,Outlet,California,44,113.0,26.0
7823,2021-01-26,Women's Street Footwear,West,West Gear,Outlet,California,39,97.0,25.0
7824,2021-02-07,Women's Street Footwear,West,West Gear,Outlet,California,40,99.0,25.0
7825,2020-12-27,Women's Street Footwear,West,West Gear,Outlet,California,46,117.0,25.0
7826,2021-01-20,Women's Street Footwear,West,West Gear,Outlet,California,51,126.0,25.0
7827,2021-01-14,Women's Street Footwear,West,West Gear,Outlet,California,46,121.0,26.0
7828,2020-11-09,Women's Street Footwear,West,West Gear,Outlet,California,40,99.0,25.0
7829,2020-11-15,Women's Street Footwear,West,West Gear,Outlet,California,47,99.0,21.0
7830,2021-01-02,Women's Street Footwear,West,West Gear,Outlet,California,46,104.0,23.0
7831,2021-01-08,Women's Street Footwear,West,West Gear,Outlet,California,42,118.0,28.0
7832,2020-02-21,Women's Street Footwear,West,West Gear,Outlet,Nevada,46,66.0,14.0
7833,2020-03-17,Women's Street Footwear,West,West Gear,Outlet,Nevada,26,33.0,13.0
7834,2020-03-05,Women's Street Footwear,West,West Gear,Outlet,Nevada,44,62.0,14.0
7835,2020-02-15,Women's Street Footwear,West,West Gear,Outlet,Nevada,44,79.0,18.0
7836,2020-02-27,Women's Street Footwear,West,West Gear,Outlet,Nevada,47,53.0,11.0
7837,2020-03-11,Women's Street Footwear,West,West Gear,Outlet,Nevada,47,78.0,17.0
7838,2020-01-10,Women's Street Footwear,West,West Gear,Outlet,Nevada,31,43.0,14.0
7839,2020-01-22,Women's Street Footwear,West,West Gear,Outlet,Nevada,47,56.0,12.0
7840,2020-02-09,Women's Street Footwear,West,West Gear,Outlet,Nevada,47,80.0,17.0
7841,2020-01-16,Women's Street Footwear,West,West Gear,Outlet,Nevada,43,55.0,13.0
7842,2020-01-28,Women's Street Footwear,West,West Gear,Outlet,Nevada,49,65.0,13.0
7843,2020-02-03,Women's Street Footwear,West,West Gear,Outlet,Nevada,46,81.0,18.0
7844,2021-10-24,Women's Street Footwear,West,West Gear,Outlet,Oregon,37,40.0,11.0
7845,2021-03-23,Women's Street Footwear,West,West Gear,Outlet,Oregon,41,46.0,11.0
7846,2021-05-25,Women's Street Footwear,West,West Gear,Outlet,Oregon,39,46.0,12.0
7847,2021-06-24,Women's Street Footwear,West,West Gear,Outlet,Oregon,53,110.0,21.0
7848,2021-08-24,Women's Street Footwear,West,West Gear,Outlet,Oregon,50,108.0,22.0
7849,2021-04-24,Women's Street Footwear,West,West Gear,Outlet,Oregon,47,54.0,11.0
7850,2021-12-23,Women's Street Footwear,West,West Gear,Outlet,Oregon,48,93.0,19.0
7851,2021-11-24,Women's Street Footwear,West,West Gear,Outlet,Oregon,32,49.0,15.0
7852,2021-09-25,Women's Street Footwear,West,West Gear,Outlet,Oregon,39,32.0,8.0
7853,2021-07-23,Women's Street Footwear,West,West Gear,Outlet,Oregon,66,146.0,22.0
7854,2021-01-17,Women's Street Footwear,West,West Gear,Outlet,Oregon,33,42.0,13.0
7855,2021-02-17,Women's Street Footwear,West,West Gear,Outlet,Oregon,34,45.0,13.0
7856,2021-02-24,Women's Street Footwear,West,West Gear,Outlet,Utah,28,34.0,12.0
7857,2021-01-24,Women's Street Footwear,West,West Gear,Outlet,Utah,31,33.0,11.0
7858,2021-07-12,Men's Apparel,Midwest,Foot Locker,Outlet,Nebraska,30,225.0,8.0
7859,2021-07-18,Men's Apparel,Midwest,Foot Locker,Outlet,Nebraska,40,100.0,3.0
7860,2021-07-06,Men's Apparel,Midwest,Foot Locker,Outlet,Nebraska,40,400.0,10.0
7861,2021-05-25,Men's Apparel,Midwest,Foot Locker,Outlet,Nebraska,45,563.0,13.0
7862,2021-05-31,Men's Apparel,Midwest,Foot Locker,Outlet,Nebraska,45,563.0,13.0
7863,2021-06-12,Men's Apparel,Midwest,Foot Locker,Outlet,Nebraska,45,113.0,3.0
7864,2021-06-24,Men's Apparel,Midwest,Foot Locker,Outlet,Nebraska,45,675.0,15.0
7865,2021-06-30,Men's Apparel,Midwest,Foot Locker,Outlet,Nebraska,45,788.0,18.0
7866,2021-06-18,Men's Apparel,Midwest,Foot Locker,Outlet,Nebraska,50,250.0,5.0
7867,2021-07-24,Men's Apparel,Midwest,Foot Locker,Outlet,Nebraska,50,500.0,10.0
7868,2021-07-30,Men's Apparel,Midwest,Foot Locker,Outlet,Nebraska,50,750.0,15.0
7869,2021-06-06,Men's Apparel,Midwest,Foot Locker,Outlet,Nebraska,50,250.0,5.0
7870,2021-07-15,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Nebraska,30,450.0,15.0
7871,2021-07-21,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Nebraska,30,450.0,15.0
7872,2021-06-09,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Nebraska,35,263.0,8.0
7873,2021-05-28,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Nebraska,35,438.0,13.0
7874,2021-06-21,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Nebraska,35,525.0,15.0
7875,2021-07-09,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Nebraska,35,700.0,20.0
7876,2021-06-03,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Nebraska,40,400.0,10.0
7877,2021-07-27,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Nebraska,40,1000.0,25.0
7878,2021-06-15,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Nebraska,40,500.0,13.0
7879,2021-06-27,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Nebraska,40,1200.0,30.0
7880,2021-07-03,Men's Athletic Footwear,Midwest,Foot Locker,Outlet,Nebraska,45,1238.0,28.0
7881,2021-05-27,Men's Street Footwear,Midwest,Foot Locker,Outlet,Nebraska,35,1663.0,48.0
7882,2021-07-20,Men's Street Footwear,Midwest,Foot Locker,Outlet,Nebraska,40,1200.0,30.0
7883,2021-07-14,Men's Street Footwear,Midwest,Foot Locker,Outlet,Nebraska,40,1300.0,33.0
7884,2021-06-08,Men's Street Footwear,Midwest,Foot Locker,Outlet,Nebraska,40,1500.0,38.0
7885,2021-06-20,Men's Street Footwear,Midwest,Foot Locker,Outlet,Nebraska,40,1600.0,40.0
7886,2021-07-08,Men's Street Footwear,Midwest,Foot Locker,Outlet,Nebraska,40,1600.0,40.0
7887,2021-06-02,Men's Street Footwear,Midwest,Foot Locker,Outlet,Nebraska,40,1680.0,42.0
7888,2021-06-14,Men's Street Footwear,Midwest,Foot Locker,Outlet,Nebraska,45,1890.0,42.0
7889,2021-07-02,Men's Street Footwear,Midwest,Foot Locker,Outlet,Nebraska,45,2250.0,50.0
7890,2021-06-26,Men's Street Footwear,Midwest,Foot Locker,Outlet,Nebraska,45,2475.0,55.0
7891,2021-07-26,Men's Street Footwear,Midwest,Foot Locker,Outlet,Nebraska,50,2250.0,45.0
7892,2021-06-13,Women's Apparel,Midwest,Foot Locker,Outlet,Nebraska,35,525.0,15.0
7893,2021-07-13,Women's Apparel,Midwest,Foot Locker,Outlet,Nebraska,35,525.0,15.0
7894,2021-06-01,Women's Apparel,Midwest,Foot Locker,Outlet,Nebraska,35,700.0,20.0
7895,2021-05-26,Women's Apparel,Midwest,Foot Locker,Outlet,Nebraska,35,788.0,23.0
7896,2021-06-07,Women's Apparel,Midwest,Foot Locker,Outlet,Nebraska,40,600.0,15.0
7897,2021-07-19,Women's Apparel,Midwest,Foot Locker,Outlet,Nebraska,45,675.0,15.0
7898,2021-07-07,Women's Apparel,Midwest,Foot Locker,Outlet,Nebraska,45,1238.0,28.0
7899,2021-06-25,Women's Apparel,Midwest,Foot Locker,Outlet,Nebraska,50,1625.0,33.0
7900,2021-07-01,Women's Apparel,Midwest,Foot Locker,Outlet,Nebraska,50,1750.0,35.0
7901,2021-07-25,Women's Apparel,Midwest,Foot Locker,Outlet,Nebraska,55,1100.0,20.0
7902,2021-07-31,Women's Apparel,Midwest,Foot Locker,Outlet,Nebraska,55,1375.0,25.0
7903,2021-06-19,Women's Apparel,Midwest,Foot Locker,Outlet,Nebraska,55,825.0,15.0
7904,2021-07-11,Women's Athletic Footwear,Midwest,Foot Locker,Outlet,Nebraska,20,150.0,8.0
7905,2021-06-11,Women's Athletic Footwear,Midwest,Foot Locker,Outlet,Nebraska,30,0.0,0.0
7906,2021-07-17,Women's Athletic Footwear,Midwest,Foot Locker,Outlet,Nebraska,30,75.0,3.0
7907,2021-05-30,Women's Athletic Footwear,Midwest,Foot Locker,Outlet,Nebraska,30,150.0,5.0
7908,2021-07-05,Women's Athletic Footwear,Midwest,Foot Locker,Outlet,Nebraska,30,375.0,13.0
7909,2021-07-23,Women's Athletic Footwear,Midwest,Foot Locker,Outlet,Nebraska,30,375.0,13.0
7910,2021-06-23,Women's Athletic Footwear,Midwest,Foot Locker,Outlet,Nebraska,30,450.0,15.0
7911,2021-06-05,Women's Athletic Footwear,Midwest,Foot Locker,Outlet,Nebraska,35,0.0,0.0
7912,2021-06-17,Women's Athletic Footwear,Midwest,Foot Locker,Outlet,Nebraska,35,88.0,3.0
7913,2021-06-29,Women's Athletic Footwear,Midwest,Foot Locker,Outlet,Nebraska,35,613.0,18.0
7914,2021-07-29,Women's Athletic Footwear,Midwest,Foot Locker,Outlet,Nebraska,40,600.0,15.0
7915,2021-07-10,Women's Street Footwear,Midwest,Foot Locker,Outlet,Nebraska,20,200.0,10.0
7916,2021-05-29,Women's Street Footwear,Midwest,Foot Locker,Outlet,Nebraska,25,438.0,18.0
7917,2021-06-10,Women's Street Footwear,Midwest,Foot Locker,Outlet,Nebraska,25,188.0,8.0
7918,2021-07-16,Women's Street Footwear,Midwest,Foot Locker,Outlet,Nebraska,30,150.0,5.0
7919,2021-07-22,Women's Street Footwear,Midwest,Foot Locker,Outlet,Nebraska,30,285.0,10.0
7920,2021-06-04,Women's Street Footwear,Midwest,Foot Locker,Outlet,Nebraska,30,450.0,15.0
7921,2021-06-22,Women's Street Footwear,Midwest,Foot Locker,Outlet,Nebraska,30,525.0,18.0
7922,2021-06-16,Women's Street Footwear,Midwest,Foot Locker,Outlet,Nebraska,35,350.0,10.0
7923,2021-06-28,Women's Street Footwear,Midwest,Foot Locker,Outlet,Nebraska,35,788.0,23.0
7924,2021-07-04,Women's Street Footwear,Midwest,Foot Locker,Outlet,Nebraska,40,800.0,20.0
7925,2021-07-28,Women's Street Footwear,Midwest,Foot Locker,Outlet,Nebraska,40,800.0,20.0
7926,2021-11-03,Men's Apparel,Northeast,Amazon,Outlet,Maine,50,375.0,8.0
7927,2021-10-28,Men's Apparel,Northeast,Amazon,Outlet,Maine,50,500.0,10.0
7928,2021-10-16,Men's Apparel,Northeast,Amazon,Outlet,Maine,50,750.0,15.0
7929,2021-10-22,Men's Apparel,Northeast,Amazon,Outlet,Maine,50,750.0,15.0
7930,2021-12-31,Men's Apparel,Northeast,Amazon,Outlet,Maine,55,688.0,13.0
7931,2021-11-09,Men's Apparel,Northeast,Amazon,Outlet,Maine,55,825.0,15.0
7932,2021-12-25,Men's Apparel,Northeast,Amazon,Outlet,Maine,55,825.0,15.0
7933,2021-11-15,Men's Apparel,Northeast,Amazon,Outlet,Maine,55,963.0,18.0
7934,2021-11-21,Men's Apparel,Northeast,Amazon,Outlet,Maine,55,1100.0,20.0
7935,2021-10-19,Men's Apparel,Northeast,Amazon,Outlet,Maine,65,650.0,10.0
7936,2021-11-18,Men's Apparel,Northeast,Amazon,Outlet,Maine,65,975.0,15.0
7937,2021-12-17,Men's Apparel,Northeast,Amazon,Outlet,Maine,65,1300.0,20.0
7938,2021-12-13,Men's Apparel,Northeast,Amazon,Outlet,Massachusetts,52,47.0,9.0
7939,2021-11-14,Men's Apparel,Northeast,Amazon,Outlet,Massachusetts,50,39.0,8.0
7940,2021-01-14,Men's Apparel,Northeast,Amazon,Outlet,Massachusetts,37,26.0,7.0
7941,2021-09-17,Men's Apparel,Northeast,Amazon,Outlet,New Hampshire,65,1463.0,23.0
7942,2021-08-18,Men's Apparel,Northeast,Amazon,Outlet,New Hampshire,65,1625.0,25.0
7943,2021-07-17,Men's Apparel,Northeast,Amazon,Outlet,New Hampshire,65,2275.0,35.0
7944,2021-05-17,Men's Apparel,Northeast,Amazon,Outlet,New Hampshire,52,47.0,9.0
7945,2021-04-18,Men's Apparel,Northeast,Amazon,Outlet,New Hampshire,40,24.0,6.0
7946,2021-02-19,Men's Apparel,Northeast,Amazon,Outlet,New Hampshire,41,39.0,10.0
7947,2021-08-18,Men's Apparel,Northeast,Amazon,Outlet,New Hampshire,45,36.0,8.0
7948,2021-03-17,Men's Apparel,Northeast,Amazon,Outlet,New Hampshire,47,28.0,6.0
7949,2021-09-17,Men's Apparel,Northeast,Amazon,Outlet,New Hampshire,48,34.0,7.0
7950,2021-06-19,Men's Apparel,Northeast,Amazon,Outlet,New Hampshire,47,54.0,11.0
7951,2021-07-17,Men's Apparel,Northeast,Amazon,Outlet,New Hampshire,47,56.0,12.0
7952,2021-01-21,Men's Apparel,Northeast,Amazon,Outlet,Vermont,43,32.0,7.0
7953,2021-09-10,Men's Apparel,Northeast,Amazon,Outlet,Vermont,48,33.0,7.0
7954,2021-10-12,Men's Apparel,Northeast,Amazon,Outlet,Vermont,55,32.0,6.0
7955,2021-07-10,Men's Apparel,Northeast,Amazon,Outlet,Vermont,39,44.0,11.0
7956,2021-03-10,Men's Apparel,Northeast,Amazon,Outlet,Vermont,36,20.0,6.0
7957,2021-02-12,Men's Apparel,Northeast,Amazon,Outlet,Vermont,36,24.0,7.0
7958,2021-08-11,Men's Apparel,Northeast,Amazon,Outlet,Vermont,43,31.0,7.0
7959,2021-11-11,Men's Apparel,Northeast,Amazon,Outlet,Vermont,50,46.0,9.0
7960,2021-06-12,Men's Apparel,Northeast,Amazon,Outlet,Vermont,44,46.0,11.0
7961,2021-05-10,Men's Apparel,Northeast,Amazon,Outlet,Vermont,46,42.0,9.0
7962,2021-04-11,Men's Apparel,Northeast,Amazon,Outlet,Vermont,41,22.0,5.0
7963,2021-12-10,Men's Apparel,Northeast,Amazon,Outlet,Vermont,48,50.0,10.0
7964,2021-10-19,Men's Athletic Footwear,Northeast,Amazon,Outlet,Maine,40,600.0,15.0
7965,2021-10-31,Men's Athletic Footwear,Northeast,Amazon,Outlet,Maine,40,600.0,15.0
7966,2021-10-25,Men's Athletic Footwear,Northeast,Amazon,Outlet,Maine,40,700.0,18.0
7967,2021-11-06,Men's Athletic Footwear,Northeast,Amazon,Outlet,Maine,50,1000.0,20.0
7968,2021-12-28,Men's Athletic Footwear,Northeast,Amazon,Outlet,Maine,50,1250.0,25.0
7969,2021-11-12,Men's Athletic Footwear,Northeast,Amazon,Outlet,Maine,50,1375.0,28.0
7970,2021-11-18,Men's Athletic Footwear,Northeast,Amazon,Outlet,Maine,50,1500.0,30.0
7971,2021-12-22,Men's Athletic Footwear,Northeast,Amazon,Outlet,Maine,50,1500.0,30.0
7972,2021-11-18,Men's Athletic Footwear,Northeast,Amazon,Outlet,Maine,55,1100.0,20.0
7973,2021-10-19,Men's Athletic Footwear,Northeast,Amazon,Outlet,Maine,55,1238.0,23.0
7974,2021-12-17,Men's Athletic Footwear,Northeast,Amazon,Outlet,Maine,55,1513.0,28.0
7975,2021-12-13,Men's Athletic Footwear,Northeast,Amazon,Outlet,Massachusetts,37,42.0,11.0
7976,2021-11-14,Men's Athletic Footwear,Northeast,Amazon,Outlet,Massachusetts,40,41.0,10.0
7977,2021-02-12,Men's Athletic Footwear,Northeast,Amazon,Outlet,Massachusetts,33,24.0,7.0
7978,2021-01-14,Men's Athletic Footwear,Northeast,Amazon,Outlet,Massachusetts,36,39.0,11.0
7979,2021-09-17,Men's Athletic Footwear,Northeast,Amazon,Outlet,New Hampshire,60,2100.0,35.0
7980,2021-07-17,Men's Athletic Footwear,Northeast,Amazon,Outlet,New Hampshire,60,2700.0,45.0
7981,2021-08-18,Men's Athletic Footwear,Northeast,Amazon,Outlet,New Hampshire,60,2700.0,45.0
7982,2021-04-18,Men's Athletic Footwear,Northeast,Amazon,Outlet,New Hampshire,38,32.0,9.0
7983,2021-09-17,Men's Athletic Footwear,Northeast,Amazon,Outlet,New Hampshire,43,50.0,12.0
7984,2021-05-17,Men's Athletic Footwear,Northeast,Amazon,Outlet,New Hampshire,40,37.0,9.0
7985,2021-07-17,Men's Athletic Footwear,Northeast,Amazon,Outlet,New Hampshire,47,70.0,15.0
7986,2021-03-17,Men's Athletic Footwear,Northeast,Amazon,Outlet,New Hampshire,36,32.0,9.0
7987,2021-08-18,Men's Athletic Footwear,Northeast,Amazon,Outlet,New Hampshire,39,53.0,14.0
7988,2021-06-19,Men's Athletic Footwear,Northeast,Amazon,Outlet,New Hampshire,40,56.0,14.0
7989,2021-02-19,Men's Athletic Footwear,Northeast,Amazon,Outlet,Vermont,37,31.0,9.0
7990,2021-01-21,Men's Athletic Footwear,Northeast,Amazon,Outlet,Vermont,39,43.0,11.0
7991,2021-04-11,Men's Athletic Footwear,Northeast,Amazon,Outlet,Vermont,35,24.0,7.0
7992,2021-10-12,Men's Athletic Footwear,Northeast,Amazon,Outlet,Vermont,44,44.0,10.0
7993,2021-03-10,Men's Athletic Footwear,Northeast,Amazon,Outlet,Vermont,36,29.0,8.0
7994,2021-07-10,Men's Athletic Footwear,Northeast,Amazon,Outlet,Vermont,42,61.0,15.0
7995,2021-06-12,Men's Athletic Footwear,Northeast,Amazon,Outlet,Vermont,44,53.0,12.0
7996,2021-05-10,Men's Athletic Footwear,Northeast,Amazon,Outlet,Vermont,41,39.0,9.0
7997,2021-12-10,Men's Athletic Footwear,Northeast,Amazon,Outlet,Vermont,41,54.0,13.0
7998,2021-09-10,Men's Athletic Footwear,Northeast,Amazon,Outlet,Vermont,42,47.0,11.0
7999,2021-08-11,Men's Athletic Footwear,Northeast,Amazon,Outlet,Vermont,43,64.0,15.0
8000,2021-10-30,Men's Street Footwear,Northeast,Amazon,Outlet,Maine,40,1800.0,45.0
8001,2021-10-24,Men's Street Footwear,Northeast,Amazon,Outlet,Maine,40,1880.0,47.0
8002,2021-10-18,Men's Street Footwear,Northeast,Amazon,Outlet,Maine,40,2000.0,50.0
8003,2021-12-27,Men's Street Footwear,Northeast,Amazon,Outlet,Maine,55,2475.0,45.0
8004,2021-11-05,Men's Street Footwear,Northeast,Amazon,Outlet,Maine,55,2723.0,50.0
8005,2021-11-11,Men's Street Footwear,Northeast,Amazon,Outlet,Maine,55,2888.0,53.0
8006,2021-12-21,Men's Street Footwear,Northeast,Amazon,Outlet,Maine,55,2888.0,53.0
8007,2021-11-17,Men's Street Footwear,Northeast,Amazon,Outlet,Maine,55,3025.0,55.0
8008,2021-10-19,Men's Street Footwear,Northeast,Amazon,Outlet,Maine,60,2400.0,40.0
8009,2021-11-18,Men's Street Footwear,Northeast,Amazon,Outlet,Maine,65,2438.0,38.0
8010,2021-12-17,Men's Street Footwear,Northeast,Amazon,Outlet,Maine,65,3088.0,48.0
8011,2021-11-14,Men's Street Footwear,Northeast,Amazon,Outlet,Massachusetts,49,59.0,12.0
