,Product Name,Listing Price,Sale Price,Discount,Brand,Description,Rating,Reviews,Last Visited
3066,Nike Mercurial Superfly 7 Academy MDS MG,0.0,8995,0,Nike,"Dream of speed and play fast in the Nike Mercurial Superfly 7 Academy MDS MG. A sleek upper is streamlined for pace, while the versatile plate supercharges traction.",0.0,0,2020-04-13 15:34:40
3067,Nike SB Dunk High Pro,0.0,8995,0,Nike,The Nike SB Dunk High Pro pairs iconic Dunk style with a high-top design for a fresh look. A Zoom Air unit in the heel and a padded tongue create a comfortable fit that's made to skate.,4.8,4,2020-04-13 15:34:40
3068,Nike Phantom Vision Academy Dynamic Fit MG,8495.0,5947,0,Nike,The Nike Phantom Vision Academy Dynamic Fit MG brings the fierce precision of street play to the pitch. A foot-hugging sleeve has a custom feel and the Ghost Laces system tights with 1 pull and is hidden for a bigger striking surface.,4.0,5,2020-04-13 15:34:42
3069,Nike Air Max 270 React,12995.0,7797,0,Nike,"The bold silhouette of Nike Air lifts the Nike Air Max 270 React to new heights, while the Nike React foam midsole delivers exceptional cushioning. Imagine all-day comfort with unstoppable style.",4.2,30,2020-04-13 15:34:42
3070,Nike Tiempo Legend 8 Elite FG,0.0,20995,0,Nike,The Nike Tiempo Legend 8 Elite FG takes the legendary touch of premium kangaroo leather and adds foot-hugging Quad-Fit mesh in the lining and a wrap-around Flyknit tongue that feels supportive under your arch.,3.1,7,2020-04-13 15:34:42
3071,Nike SB Zoom Stefan Janoski Canvas RM,0.0,6995,0,Nike,"The Nike SB Zoom Stefan Janoski Canvas RM pairs a minimal look with a modern fit. It has been updated with a new, plush sockliner and a flexible midsole for better boardfeel right out of the box.",3.4,5,2020-04-13 15:34:42
3072,Nike Flex Contact 3,5995.0,4197,0,Nike,"The Nike Flex Contact 3 gives you the benefit of laces without the hassle of tying them. An elastic, slip-on lacing system pairs with a floating heel strap for pressure-free support. A knit upper adds stretch, while the outsole with heel-to-toe grooves follows the natural flow of your foot.",0.0,0,2020-04-13 15:34:42
3073,Jordan 'Why Not?' Zer0.2 SE PF,0.0,10995,0,Nike,"Why not take the shot? Why not attack the full length of the court? Why not crash the boards and steal every ball and rain assists like water? The Jordan 'Why Not?' The Zer0.2 SE PF celebrates Russell Westbrook's calculated chaos by combining materials that work in lightweight harmony—because, well, why not?",3.0,2,2020-04-13 15:34:43
3074,Nike Shox TL Nova SP,0.0,14995,0,Nike,"The 2003 icon returns with new upgrades. Fearless on the streets, the Nike Shox TL Nova takes mechanical cushioning to the next level. A modernised upper combines with Nike Shox columns for a new era.",5.0,1,2020-04-13 15:34:44
3075,Nike Air Max 90,13995.0,9797,0,Nike,"Redesigned for casual wear, the Nike Air Max 90 stays true to its '90s running roots with a rubber Waffle sole, stitched overlays and TPU plates. Hair-on leather and felted fabric colours combine with Max Air cushioning for a makeover that goes all out.",5.0,1,2020-04-13 15:34:44
3076,Nike Benassi JDI Floral,2995.0,2397,0,Nike,"The Nike Benassi JDI Floral Women's Slide is designed with a textured footbed and a lightweight foam midsole/outsole for a soothing, plush feel.",4.1,8,2020-04-13 15:34:46
3077,Nike Phantom Vision 2 Club Dynamic Fit MG,0.0,5995,0,Nike,"The Nike Phantom Vision 2 Club Dynamic Fit MG brings fierce precision to the pitch. A foot-hugging inner sleeve is concealed in textured leather for comfortable, precise touch.",0.0,0,2020-04-13 15:34:46
3078,Nike Potential 3,0.0,4495,0,Nike,The Nike Potential 3 Unisex Cricket Shoe delivers lightweight cushioning and superb grip on the field with a Phylon midsole and rubber outsole.,5.0,1,2020-04-13 15:34:49
3079,Nike Epic React Flyknit 2,12995.0,10397,0,Nike,"The Nike Epic React Flyknit 2 takes a step up from its predecessor with smooth, lightweight performance and a bold look. An updated Flyknit upper contours to your foot with a minimal, supportive design. Underfoot, durable Nike React technology defies the odds by being both soft and responsive, for comfort that lasts as long as you can run.",4.2,45,2020-04-13 15:34:49
3080,Nike Phantom Vision Club Dynamic Fit FG,5995.0,4497,0,Nike,"The Nike Phantom Vision Club Dynamic Fit FG brings the fierce precision of street play to the pitch. A foot-hugging Dynamic Fit collar combines with targeted texture for precision to create a boot for the finishers, the providers and the battlers of tomorrow's game.",5.0,1,2020-04-13 15:34:50
3081,Nike Air Max 97,16049.0,11897,0,Nike,"The Nike Air Max 97 Men's Shoe keeps the sneaker favourite going strong with the same design details that made it famous: water-ripple lines, reflective piping and full-length Max Air cushioning.",4.3,17,2020-04-13 15:34:50
3082,Nike x Olivia Kim Air Force 1 '07,0.0,9995,0,Nike,"Olivia Kim remembers NYC in the '90s. The city danced at all-night raves, and the fashion was bomb dot com. The Nike x Olivia Kim AF-1 '07 captures the outrageous '90s rave spirit with a blue corduroy upper and glow-in-the-dark details.",5.0,1,2020-04-13 15:34:50
3083,Nike TiempoX Lunar Legend VII Pro TF,8995.0,7197,0,Nike,The Nike TiempoX Lunar Legend VII Pro Turf Football Boot features lightweight foam cushioning and a premium leather construction for a flexible fit and dominating touch when playing on turf pitches.,3.0,1,2020-04-13 15:34:50
3084,Nike M2K Tekno,8995.0,7197,0,Nike,The Nike M2K Tekno Shoe draws inspiration from the Monarch franchise and pushes it into today with a futuristic heel counter and plush tongue for additional comfort.,3.0,1,2020-04-13 15:34:51
3085,Nike React City,13995.0,9797,0,Nike,"Designed for the fast pace of urban life, the Nike React City provides an all-day solution for runners who commute. A zipped upper with no laces gets you in quickly, while the translucent details fit in at work or social events.",0.0,0,2020-04-13 15:34:51
3086,Nike Epic Phantom React Flyknit,12995.0,7797,0,Nike,"Soft to the touch, the Nike Epic Phantom React Flyknit is lace-free for a slip-on design that gets you up and out the door in no time. A snug, sock-like fit and breathable upper materials will make you feel as though the Phantom ""disappears"" as you run.",4.9,17,2020-04-13 15:34:51
3087,Nike SB Adversary Premium,0.0,7995,0,Nike,The basics get a lift in the Nike SB Adversary Premium. Soft suede and grippy rubber deliver a durable design built to skate. A vibrant print inspired by UV posters creates a look that pops.,0.0,0,2020-04-13 15:34:51
3088,Air Jordan 11 Low,16049.0,13597,0,Nike,"Since bursting onto the basketball scene in 1996, the Air Jordan 11 has been one of the most beloved Jordan designs ever. To celebrate the championship mentality, the Air Jordan 11 Low Women's Shoe features signature details and Nike Air cushioning for the ultimate fusion of style and comfort.",0.0,0,2020-04-13 15:34:51
3089,Nike SB Air Zoom Bruin Edge,0.0,7995,0,Nike,"The Nike SB Air Zoom Bruin Edge puts a DIY spin on an iconic skate shoe. Frayed stitching, exposed foam and a mix of materials create a patched look that's built to perform. Stencils are included so you can take the DIY look to the next level.",5.0,1,2020-04-13 15:34:52
3090,Nike Daybreak,0.0,9995,0,Nike,"Find throwback style and history etched into every detail. Following in the footsteps of the OG from '79, the marathon-winning Nike Daybreak is a blast from the past. Its iconic Waffle outsole combines with fabric in the upper and archival colourways for a heritage look.",0.0,0,2020-04-13 15:34:52
3091,Nike Mercurial Superfly 7 Elite FG,0.0,22995,0,Nike,"Building on the 360 innovation of the 6, the Nike Mercurial Superfly 7 Elite FG Boot adds a Nike Aerowtrac zone to the forefoot and a slightly stiffer chassis to help supercharge traction.",4.3,8,2020-04-13 15:34:52
3092,Nike Air Max 90 Essential,0.0,8995,0,Nike,The Nike Air Max 90 Essential Men's Shoe keeps the classic design lines of the 1990 original and the cushioning that made it famous.,4.0,9,2020-04-13 15:34:52
3093,Nike Air Zoom Pegasus 36 Premium Rise,10995.0,6597,0,Nike,"Breathability and inspiration come together in the Nike Air Zoom Pegasus 36 Premium Rise. A knit-in graphic repeating across the mesh and synthetic upper spells out ""Just Do It."" in perforations. Strategically placed, they cover zones where your foot releases the most heat.",5.0,5,2020-04-13 15:34:53
3094,Nike Tiempo Legend 8 Academy MG,6495.0,4547,0,Nike,The Nike Tiempo Legend 8 Academy MG takes the legendary touch of calfskin leather and adds a versatile multi-ground plate for traction on natural- and artificial-grass surfaces.,2.0,1,2020-04-13 15:34:53
3095,Nike Tanjun,4795.0,3357,0,Nike,"Named after the Japanese word for ""simplicity"", the Nike Tanjun Men's Shoe offers a streamlined, modern design for an elevated everyday look.",4.2,25,2020-04-13 15:34:53
3096,Nike Air Max Triax 96 SP,0.0,12995,0,Nike,"First released in the late '90s, the Nike Air Max Triax 96 SP now returns as a cult classic. Featuring the same iconic shape and large-volume visible Air unit, it brings back the classic comfort and style you remember.",4.0,1,2020-04-13 15:34:53
3097,Nike SB Charge Slip Premium,0.0,5495,0,Nike,The Nike SB Charge Slip Premium offers a slip-on design that pops with an eye-catching print.,0.0,0,2020-04-13 15:34:53
3098,Nike Air Max 2090,0.0,13995,0,Nike,"Bring the past into the future with the Nike Air Max 2090, a bold look inspired by the DNA of the iconic Air Max 90. Brand-new Nike Air cushioning underfoot adds unparalleled comfort while transparent mesh and vibrantly coloured details on the upper are blended with timeless OG features for an edgy, modernised look.",5.0,1,2020-04-13 15:34:54
3099,LeBron 16 Low,13995.0,11197,0,Nike,"LeBron is unstoppable on the court and just as influential off of it. The year 2003, LeBron's rookie season and a pivotal year in culture, inspires the LeBron 16 Low. It is powered by Max Air and Zoom Air cushioning technologies, and embodies his clout and versatility.",0.0,0,2020-04-13 15:34:54
3100,Nike Zoom Rival Fly 2,0.0,7995,0,Nike,"Inspired by Japan's relay runners, the Nike Zoom Rival Fly 2 features a futuristic look with responsive forefoot cushioning. Flex grooves underneath optimise toe-off, while soft foam keeps it cushioned and comfortable throughout your stride.",0.0,0,2020-04-13 15:34:55
3101,Nike x Olivia Kim Air Mowabb,15995.0,11197,0,Nike,"Celebrate the '90s, the great outdoors and getting your feet in what you never thought you could. The Nike x Olivia Kim Air Mowabb comes from the desire of Olivia to celebrate the most iconic shoes and trends of the '90s while making them accessible to women. The legendary design epitomises the sneaker hero with its comfortable Air-Sole, perfect utilisation of Huarache technology and first-of-its-kind speckled midsole. Soft accents come in desert hues, reminding you to get out, breathe the fresh air and celebrate your journey.",0.0,0,2020-04-13 15:34:55
3102,Nike Offcourt SE,0.0,2995,0,Nike,The Nike Offcourt SE Slide features a premium suede upper with a modern Swoosh detail. The innovative foam and jersey lining ensure an effortlessly comfortable experience.,0.0,0,2020-04-13 15:34:55
3103,Nike Zoom Pegasus Turbo Shield,16049.0,12597,0,Nike,"The Nike Zoom Pegasus Turbo Shield delivers your favourite lightweight running shoe in a smart, weatherised design, so you can continue training in confidence despite those dark and rainy months.",4.5,4,2020-04-13 15:34:55
3104,Nike Air Max 97,15995.0,9597,0,Nike,"Featuring the same ripple design of the OG that was inspired by Japanese bullet trains, the Nike Air Max 97 lets you push your style full-speed ahead. Taking the revolutionary full-length Nike Air unit that shook up the running world and adding fresh python print and reflective details, it lets you ride in first-class comfort.",0.0,0,2020-04-13 15:34:56
3105,Nike Air Max 720 SE,0.0,15995,0,Nike,"The Nike Air Max 720 goes bigger than ever before with Nike's tallest Air unit yet, which offers more air underfoot for unprecedented, all-day comfort. Details include bubble wrap accents and colours inspired by the natural world.",3.0,1,2020-04-13 15:34:56
3106,Nike Revolution 5 FlyEase,0.0,3695,0,Nike,"Designed with a zip closure secured by a midfoot strap, the Nike Revolution 5 FlyEase lets you suit up for your run quickly and easily. Soft foam cushions your stride, while a minimalist design fits in just about anywhere.",4.5,6,2020-04-13 15:34:57
3107,Nike Classic Cortez,0.0,6995,0,Nike,"The Nike Classic Cortez Women's Shoe is Nike's original running shoe, designed by Bill Bowerman and released in 1972. This version features a leather and synthetic leather construction for added durability.",4.5,34,2020-04-13 15:34:57
3108,Nike Precision 4,0.0,5495,0,Nike,"The quicker players are in and out of cuts, the easier it is to keep the defence off balance. The Nike Precision 4 combines a racer look with a low-profile design, so you can make the most of your speed and agility during games.",0.0,0,2020-04-13 15:34:59
3109,Nike Air Max 200,9995.0,5997,0,Nike,"Inspired by patterns of energy radiating from Earth—like the flow of lava and the rhythmic ocean waves—the Nike Air Max 200 boasts the largest Max Air unit to date. With exceptional cushioning and modern detailing, this shoe radiates cool while providing optimal comfort.",4.6,16,2020-04-13 15:35:01
3110,Nike Air Max 270,0.0,13995,0,Nike,The Nike Air Max 270 is inspired by two icons of big Air: Air Max 180 and Air Max 93. It features Nike's biggest heel Air unit yet for a soft ride that feels as remarkable as it looks.,3.9,63,2020-04-13 15:35:06
3111,Nike Mercurial Vapor 13 Academy TF,7495.0,5247,0,Nike,"The soft upper of the Nike Mercurial Vapor 13 Academy TF Shoe wraps your foot for a second-skin fit, while the rubber outsole helps super-charge traction on turf.",0.0,0,2020-04-13 15:35:06
3112,Nike SFB Gen 2 20cm (approx.),0.0,13995,0,Nike,"Made from durable nylon canvas and synthetic leather, the Nike SFB Gen 2 20cm (approx.) is a lightweight tactical boot designed for speed and flexibility over rough terrain. Inspired by Nike Free technology, the flexible sole is equipped with an aggressive traction pattern for multi-surface grip and an internal rock shield to help prevent punctures.",3.8,15,2020-04-13 15:36:31
3113,Nike Air Max Dia,0.0,8995,0,Nike,"Designed specifically for a woman's foot, the Nike Air Max Dia delivers a lifted look, an airy aesthetic and a sleek shape. The minimal upper modernises the look, while the Max Air unit, surrounded by clear TPU, is amplified even further by an exaggerated midsole for a boost of style.",5.0,3,2020-04-13 15:36:32
3114,Nike SB Alleyoop,0.0,6495,0,Nike,"The Nike SB Alleyoop delivers comfort that lasts in a low-top silhouette. Soft suede and plush foam hug and support your foot, long after the sun goes down.",0.0,0,2020-04-13 15:36:32
3115,Nike Zoom Rise,11995.0,8397,0,Nike,"Bounce like never before in the Zoom Rise, Nike Basketball's artfully crafted creation for the upwardly mobile. This mid-top provides containment and support up through the ankle, while an extra-large Nike Zoom Air unit under the ball of your foot redefines how responsive a shoe can be.",4.0,2,2020-04-13 15:36:32
3116,Nike Phantom Vision Academy Dynamic Fit IC,8495.0,6797,0,Nike,"The Nike Phantom Vision Academy Dynamic Fit IC provides precise touch to win small-sided glory, wherever the game finds you. A Ghost Laces system provides secure lockdown while a textured instep is always ready to receive, turn and score.",0.0,0,2020-04-13 15:36:32
3117,Air Jordan 1 Low,0.0,8995,0,Nike,"Inspired by the original that debuted in 1985, the Air Jordan 1 Low offers a clean, classic look that's familiar yet always fresh. It's made for casual mode, with an iconic design that goes with everything and never goes out of style.",4.6,34,2020-04-13 15:36:33
3118,Nike Air Max Bella TR 2,0.0,6495,0,Nike,The Nike Air Max Bella TR 2 is a versatile trainer for weight training and station workouts. It's crafted from breathable fabric and features comfortable cushioning underfoot with a flat outsole for stability during workout sessions.,4.3,12,2020-04-13 15:36:33
3119,Nike Air Zoom Terra Kiger 6,0.0,10995,0,Nike,"The Nike Air Zoom Terra Kiger 6 is built to take on wet and rocky trails. Lightweight in design, it features a sleeker look with a woven heel for a secure fit and feel.",5.0,2,2020-04-13 15:36:34
3120,Jordan Proto-React Z,13995.0,11197,0,Nike,"Inspired by spacesuits, the Jordan Proto-React Z has a futuristic look with a fit and feel made for all-day wear. Responsive cushioning gives you more bounce with less weight, while an aeronautics-inspired shroud and snug bootie help keep you strapped in.",4.6,5,2020-04-13 15:36:34
3121,Nike Air Force 1 SP,0.0,12995,0,Nike,The Nike Air Force 1 SP adds a shiny metallic finish to the details that made the original an icon.,4.7,3,2020-04-13 15:36:34
3122,Nike Zoom Pegasus Turbo,0.0,15995,0,Nike,"The Nike Zoom Pegasus Turbo is the Pegasus you know and love with major upgrades for speed. The featherlight upper looks as fast as it feels, while the revolutionary Nike ZoomX foam that was designed for elite Nike runners during the Breaking 2 attempt brings record-breaking speed and responsiveness to your daily training runs.",3.6,20,2020-04-13 15:36:34
3123,Nike Free RN 5.0,7995.0,4797,0,Nike,"An ideal performer for runs of up to 3 miles, the Nike Free RN 5.0 returns to its roots as a running shoe. A stripped-down upper with single-layer mesh is stretchy to feel like a second skin. The lightweight midsole with less foam makes it easy to hit the ground running.",4.2,13,2020-04-13 15:36:34
3124,Air Jordan OG,0.0,11995,0,Nike,"First released in '98, the Air Jordan OG was designed for the women's basketball community who wanted an AJ all of their own. The original Air Jordan for women has dimpled leather and midsole sculpting inspired by the AJ13.",0.0,0,2020-04-13 15:36:35
3125,Nike Air Zoom Pegasus 36,10995.0,6597,0,Nike,"The iconic Nike Air Zoom Pegasus 36 returns with more perforations for more cooling. An engineered mesh and synthetic upper strategically targets breathability across high-heat areas. A slimmer heel collar and tongue reduce bulk without compromising comfort, while exposed Flywire cables give you a snug fit at higher speeds.",0.0,0,2020-04-13 15:36:35
3126,Nike Air Max Tailwind IV SE,14995.0,10497,0,Nike,"Replicating the archival model from '99, the Nike Air Max Tailwind IV SE puts a new spin on a classic with modern detailing. Lightweight cushioning units give you comfort and style that lasts.",0.0,0,2020-04-13 15:36:35
3127,Nike Air VaporMax 2019 Premium,16049.0,13597,0,Nike,"The Nike Air VaporMax 2019 Premium Shoe wraps your foot in stretchy woven material that gives structure and support to your stride. Underfoot, the lightest, most flexible Air Max cushioning to date gives a super-bouncy sensation that rivals running on air. Metallic Silver accents spark a sense of style.",5.0,1,2020-04-13 15:36:35
3128,NikeCourt Air Zoom Vapor Cage 4,0.0,12995,0,Nike,The NikeCourt Air Zoom Vapor Cage 4 is innovated to last. Rubber and flexible plastic are built to withstand your toughest matches while a unique lacing system keeps your laces hidden for extra durability.,4.7,3,2020-04-13 15:36:36
3129,Air Jordan 1 Nova XX,0.0,10495,0,Nike,"Featuring an internal 1/2 sleeve construction, the Air Jordan 1 Nova XX Shoe offers a snug fit without traditional laces. Underfoot, an Air-Sole unit at the heel provides lightweight cushioning that moves with you all day long.",5.0,1,2020-04-13 15:36:36
3130,Nike Air Max Tailwind IV,15995.0,11197,0,Nike,"Still the world and let your attitude shine in the Nike Air Max Tailwind IV. Highly influenced by the bad girl of Air, the Air Max Plus, it refreshes the '90s classic with reflective details that take the OG's fading to new levels. A richly textured upper uses mesh and high-gloss leather, while the crisp white midsole features bursts of visible cushioning for comfort and boundless energy.",0.0,0,2020-04-13 15:36:36
3131,Nike Flex RN 2019,0.0,6995,0,Nike,"The stretchable knit upper of the Nike Flex RN 2019 wraps you in softness as it expands and contracts with your foot. Dual-density foam layers supply durable cushioned comfort, while grooves on the outsole give you heel-to-toe flexibility.",4.5,2,2020-04-13 15:36:36
3132,Nike Mercurial Superfly 7 Club TF,0.0,5995,0,Nike,The Nike Mercurial Superfly 7 Club TF features a low-profile Dynamic Fit collar and synthetic material in the upper that wraps your foot for streamlined speed.,0.0,0,2020-04-13 15:36:37
3133,Nike Free X Metcon 2,0.0,9995,0,Nike,,3.0,7,2020-04-13 15:36:37
3134,Nike Mercurial Vapor 13 Academy MDS MG,0.0,7495,0,Nike,Dream of speed and play fast in the Nike Mercurial Vapor 13 Academy MDS MG. A streamlined upper combines with a specialised soleplate for high-speed play and supercharged traction.,0.0,0,2020-04-13 15:36:37
3135,Nike Air Max Impact,0.0,7995,0,Nike,"The Nike Air Max Impact infuses bold, expressive details into a design that's a beast on the court. Responsive cushioning helps soften hard landings, while the moulded heel clip and dual-strap system combine for a lightweight, locked-in feel.",5.0,1,2020-04-13 15:36:37
3136,Nike Classic Cortez,0.0,6995,0,Nike,"The Nike Classic Cortez Women's Shoe is Nike's original running shoe, designed by Bill Bowerman and released in 1972. This version features a leather and synthetic leather construction for added durability.",4.5,34,2020-04-13 15:36:38
3137,Nike Air Max 90 Premium,0.0,11995,0,Nike,"The Nike Air Max 90 Premium pays tribute to the steadfast Royal Mail workers in London. Nike Air cushioning provides comfort for all-day wear, while fabric and leather on the upper combine breathability with durability. Details like crowns on the laces and colours inspired by Royal Mail uniforms nod to those who deliver day in and day out.",5.0,2,2020-04-13 15:36:38
3138,Nike Renew Run,0.0,6995,0,Nike,"The Nike Renew Run keeps you moving with softer foam for a cushioned feel. Designed with the everyday runner in mind, this shoe delivers secure support and durable traction for comfort on the go.",4.8,5,2020-04-13 15:36:38
3139,Nike Air Max 270 Special Edition,0.0,14995,0,Nike,Find unstoppable comfort in the Nike Air Max 270. The eye-catching Max Air 270 unit and Nike React foam midsole deliver cushioning that moves with you. A soft and minimal collar contours to your heel for an amazing fit. A glow-in-the-dark colourway celebrates the New Year.,5.0,1,2020-04-13 15:36:39
3140,Nike React Metcon AMP,0.0,13995,0,Nike,"The Nike React Metcon AMP takes the stability and traction from the original and pairs it with React foam, Nike's most comfortable cushioning. It feels soft and springy with a breathable Flyknit and synthetic upper, but it's still stable enough to tackle lifting and high-impact workouts.",0.0,0,2020-04-13 15:36:40
3141,Nike Air Force 1 Sage Low,0.0,8995,0,Nike,"Taking both height and craft to new levels, the Nike Air Force 1 Sage Low features a platform midsole and a pared-down upper for a bold yet feminine look.",4.5,36,2020-04-13 15:36:40
3142,Nike Air Max Triax 96,0.0,10995,0,Nike,"More than 20 years after its initial release, the Nike Air Max Triax 96 returns as a cult classic. Featuring the same iconic shape and large-volume Air unit, it brings back the classic comfort and style you remember.",5.0,2,2020-04-13 15:36:40
3143,Nike Mercurial Vapor 13 Academy MDS TF,7495.0,5247,0,Nike,"Dream of speed and play fast in the Nike Mercurial Vapor 13 Academy MDS TF. The soft upper wraps your foot for a second-skin fit, while the rubber sole helps supercharge traction on turf.",0.0,0,2020-04-13 15:36:41
3144,PG 3 NASA,9995.0,7997,0,Nike,"Paul George's moon shot took him from Palmdale to basketball stardom, and now he's heading to new heights. This space-themed version of the PG 3 offers sensational traction, springy responsiveness and lightweight containment for seamless moves between offence and defence.",3.7,11,2020-04-13 15:36:41
3145,Nike Mercurial Vapor 13 Academy MDS IC,7495.0,5247,0,Nike,"Dream of speed and play fast in the Nike Mercurial Vapor 13 Academy MDS IC. The soft upper wraps your foot for a second-skin fit, while the rubber outsole helps supercharge traction on the court or the street.",0.0,0,2020-04-13 15:36:41
3146,Nike Tiempo Legend 8 Club MG,0.0,4495,0,Nike,The Nike Tiempo Legend 8 Club MG takes the touch of textured synthetic leather and adds a versatile multi-ground plate for traction on natural- and artificial-grass surfaces.,0.0,0,2020-04-13 15:36:42
3147,Nike Air Max 90,0.0,10995,0,Nike,"The Nike Air Max 90 gets you ready for the most romantic day of the year while staying true to its '90s running roots. Max Air unit helps cushion each step, while the solid-rubber Waffle outsole maximises traction.",0.0,0,2020-04-13 15:36:42
3148,Nike Air VaporMax Flyknit 2 LXX,0.0,36500,0,Nike,"The Nike Air VaporMax Flyknit 2 LXX places your foot directly on Air. By removing any layers in between and providing cushioning only where needed, it delivers the lightest, most flexible Air Max yet.",0.0,0,2020-04-13 15:36:42
3149,Nike Mercurial Superfly 7 Elite SE FG,0.0,24995,0,Nike,"Everyone starts somewhere and Kylian Mbappé started on the pitches in Bondy. With green and gold details celebrating his home district, the Nike Mercurial Superfly 7 Elite SE FG pays tribute to greatness. A streamlined upper and Nike Aerotrak zone combine for fast-paced play to blow past the competition.",0.0,0,2020-04-13 15:36:43
3150,Nike Free RN 5.0 AW,8995.0,5397,0,Nike,"An ideal performer for runs up to 3 miles, the Nike Free RN 5.0 AW returns to its roots as a motion shoe. A stripped-down upper with single-layer mesh stretches and moves with you. Less foam in the midsole makes it easy to hit the ground running.",5.0,1,2020-04-13 15:36:43
3151,Air Jordan 1 Jester XX Low Laced,0.0,7995,0,Nike,"The Air Jordan 1 Jester XX Low knows not to take things too seriously, except comfort. A real and synthetic leather upper is supportive where it counts, while the exaggerated midsole adds a little altitude with responsive cushioning.",5.0,2,2020-04-13 15:36:44
3152,Nike Metcon 5 Premium,0.0,11995,0,Nike,The Nike Metcon 5 Premium arms you with stability for heavy lifting and traction for sprints during high-impact training. It combines breathability and durability to be your secret weapon in the gym.,0.0,0,2020-04-13 15:36:44
3153,Nike Free RN 5.0,8995.0,5397,0,Nike,"An ideal performer for low-mileage sprints, the Nike Free RN 5.0 returns to its roots as a running shoe. Lightweight mesh in the upper provides more stretch to feel like a second skin. Less foam in the midsole means you're ready to hit the ground running.",0.0,0,2020-04-13 15:36:44
3154,Nike Zoom Rival Fly,7995.0,4797,0,Nike,"Inspired by Japan's Ekiden relay runners, the Nike Zoom Rival Fly features a futuristic look with a Zoom Air unit in the forefoot that gives you responsive propulsion. Flex grooves underneath optimise toe-off and soft foam cushions your stride. The mesh and synthetic upper blends strength and breathability.",0.0,0,2020-04-13 15:36:44
3155,Nike SB Zoom Stefan Janoski Canvas RM,0.0,6995,0,Nike,"The Nike SB Zoom Stefan Janoski Canvas RM pairs a minimal look with a modern fit. It has been updated with a new, plush sockliner and a flexible midsole for better boardfeel right out of the box.",3.4,5,2020-04-13 15:36:45
3156,Nike Tiempo Legend 8 Academy IC,0.0,6495,0,Nike,The Nike Tiempo Legend 8 Academy IC takes the legendary touch of calfskin leather and adds cushioning that equips you for the court or the streets. A mesh tongue and collar lining add breathability and street style.,5.0,1,2020-04-13 15:36:45
3157,Nike SB Bruin High,7995.0,5597,0,Nike,"The first Nike SB shoe designed specifically for women, the Nike SB Bruin High is built for exceptional comfort and board control. With classic Bruin design lines and details, this is a fresh take on a time-honoured shoe.",4.2,6,2020-04-13 15:36:45
3158,PG 3,8995.0,7197,0,Nike,"Paul George's moon shot took him from Palmdale to basketball stardom, and now he's heading to new heights with clouds under his feet. Built on an outsole inspired by moon craters, the PG 3 combines sensational traction with responsive Zoom Air cushioning that helps you move seamlessly between offence and defence.",4.0,19,2020-04-13 15:36:45
3159,Nike Free TR Ultra,7995.0,6397,0,Nike,"The Nike Free TR Ultra is lightweight and flexible to be quick and adaptable for whatever workout you take on. The slip-on design has Flywire cables to securely hold your foot. Soft, flexible foam cushioning has a wider surface area for more stability.",1.0,1,2020-04-13 15:36:45
3160,Nike PhantomVNM Club FG,4995.0,3497,0,Nike,"The Nike PhantomVNM Club FG is engineered for powerful, precise strikes that win games. A microtexture on the soft synthetic upper provides ball control, while the firm-ground plate provides the traction needed to unleash at any moment.",0.0,0,2020-04-13 15:36:46
3161,Nike MX-720-818,15995.0,11197,0,Nike,"Disrupt the universe in your Nike MX-720-818. Featuring materials inspired by spacesuits and quilted stitching on the upper, it takes the largest Air unit to date and blends it with the futuristic look of the final frontier. Mesh on the upper keeps your feet cool while the clear sole features the black and grey reminiscent of deep space.",0.0,0,2020-04-13 15:36:46
3162,Air Jordan 7 Retro,15995.0,11197,0,Nike,"The Air Jordan 7 Retro celebrates MJ's championship legacy with a reissue of his 7th game shoe, the one he famously wore to gold-medal glory.",4.8,4,2020-04-13 15:36:47
3163,Nike SFB Gen 2 20cm (approx.),0.0,13995,0,Nike,"Made from durable nylon canvas and synthetic leather, the Nike SFB Gen 2 20cm (approx.) is a lightweight tactical boot designed for speed and flexibility over rough terrain. Inspired by Nike Free technology, the flexible sole is equipped with an aggressive traction pattern for multi-surface grip and an internal rock shield to help prevent punctures.",3.8,15,2020-04-13 15:36:47
3164,Nike Mercurial Superfly 7 Elite MDS FG,0.0,24995,0,Nike,Dream of speed and play fast in the Nike Mercurial Superfly 7 Elite MDS FG. A streamlined upper combines with a Nike Aerowtrac zone for high-speed play and supercharged traction.,5.0,1,2020-04-13 15:36:47
3165,Nike Epic Phantom React,13995.0,8397,0,Nike,"Soft to the touch, the Nike Epic Phantom React lets go of laces for a slip-on style that gets you up and running in no time. A snug, secure, sock-like fit within a breathable Flyknit and synthetic upper feels as though the Phantom ""disappears"" as you run.",5.0,2,2020-04-13 15:36:48
3166,Nike Air Max 720 SE,15995.0,11197,0,Nike,"Boasting Nike's tallest Air unit to date, the Nike Air Max 720 SE offers 360 degrees of cushioning and then some. With a jaw-dropping outsole and moulded upper, this shoe brings future style to the present day.",0.0,0,2020-04-13 15:36:48
3167,Nike Air Huarache Ultra,8995.0,7197,0,Nike,The Nike Air Huarache Ultra Women's Sandal helps keep your feet cool and comfortable on warmer days.,4.6,12,2020-04-13 15:36:48
3168,Nike Wildhorse 6,0.0,9995,0,Nike,"The Nike Wildhorse 6 keeps it stable, secure and lightweight on the trail. An updated outsole delivers the traction you need, while a foam midsole keeps you cushioned on your run.",4.5,2,2020-04-13 15:36:48
